T_in_leche,F_flow,T_servicio,t_ciclo,Delta_P,E_consumo,T_out_leche
1.05,5044.93,81.26,55.0,0.564,453.4,72.6
0.8,5247.64,81.95,60.0,0.575,485.13,72.61
1.16,5122.95,81.52,65.0,0.581,453.68,72.65
1.15,4333.08,79.48,70.0,0.401,390.73,72.68
1.16,4911.21,80.91,75.0,0.505,434.25,72.64
1.1,4921.12,80.96,80.0,0.544,450.45,72.64
1.08,4896.57,80.91,85.0,0.498,429.95,72.63
1.21,5156.87,81.72,90.0,0.566,462.46,72.63
0.78,4950.48,81.14,95.0,0.542,450.83,72.59
1.58,4877.87,80.85,100.0,0.534,429.65,72.62
0.65,4985.15,81.3,105.0,0.556,457.48,72.55
0.73,5244.73,82.14,110.0,0.601,472.92,72.64
1.04,4441.71,79.46,115.0,0.464,396.68,72.26
1.5,5458.38,82.78,120.0,0.675,508.02,72.56
1.56,5305.96,82.28,125.0,0.64,479.76,72.51
1.37,4990.77,81.32,130.0,0.562,447.53,72.56
1.05,5050.01,81.57,135.0,0.617,458.11,72.64
1.14,4914.94,81.15,140.0,0.566,438.42,72.64
1.67,5021.62,81.43,145.0,0.581,448.43,72.53
0.76,5045.12,81.64,150.0,0.602,447.23,72.56
1.29,5361.36,82.62,155.0,0.655,497.39,72.68
1.09,5253.44,82.31,160.0,0.65,472.95,72.71
1.06,4924.86,81.28,165.0,0.608,434.14,72.69
0.74,5108.83,81.92,170.0,0.606,463.84,72.53
1.26,5481.71,83.11,175.0,0.692,508.08,72.61
0.6,5301.65,82.61,180.0,0.675,480.11,72.56
1.41,4784.17,80.87,185.0,0.512,430.8,72.52
1.24,4244.55,79.64,190.0,0.428,376.15,72.66
0.85,5221.57,82.37,195.0,0.666,468.53,72.63
1.37,5135.18,82.04,200.0,0.646,453.7,72.63
1.1,5307.47,82.65,205.0,0.651,487.01,72.65
1.08,4743.05,80.87,210.0,0.535,425.91,72.61
1.35,5399.16,82.96,215.0,0.697,497.64,72.54
0.93,4315.33,79.88,220.0,0.437,388.84,72.66
1.7,5372.95,82.87,225.0,0.684,486.29,72.59
0.77,4503.58,80.44,230.0,0.493,400.78,72.85
1.73,5250.03,82.49,235.0,0.671,468.31,72.54
0.87,5233.98,82.57,240.0,0.659,471.24,72.63
0.76,4878.5,81.45,245.0,0.581,439.09,72.55
1.43,5104.29,82.11,250.0,0.66,451.66,72.6
0.73,5211.23,82.57,255.0,0.669,471.83,72.64
0.64,5198.27,82.56,260.0,0.651,473.49,72.61
0.71,5059.59,82.11,265.0,0.556,454.03,72.59
1.23,4566.48,80.52,270.0,0.533,404.1,72.6
1.03,5202.29,82.58,275.0,0.672,464.97,72.68
0.73,5116.9,82.35,280.0,0.637,454.07,72.57
1.13,5267.96,82.82,285.0,0.682,474.72,72.54
1.0,5346.94,83.13,290.0,0.716,479.2,72.58
1.18,5038.27,82.09,295.0,0.676,449.67,72.59
1.0,5104.47,82.35,300.0,0.653,456.6,72.6
0.72,4342.33,80.09,305.0,0.474,393.34,72.57
0.78,5037.18,82.19,310.0,0.629,458.33,72.59
1.18,5247.93,82.86,315.0,0.694,477.96,72.58
1.03,3979.08,79.41,320.0,0.393,354.98,72.38
1.57,5104.5,82.37,325.0,0.675,449.08,72.58
1.4,4442.6,80.56,330.0,0.483,405.54,72.71
1.33,5175.11,82.67,335.0,0.696,457.18,72.71
1.28,4413.03,80.39,340.0,0.566,396.33,72.65
0.94,5273.47,83.1,345.0,0.735,483.79,72.57
1.01,5094.54,82.5,350.0,0.685,457.97,72.66
1.39,5281.04,83.1,355.0,0.736,476.42,72.57
1.28,5167.38,82.75,360.0,0.734,461.16,72.55
1.31,4796.98,81.54,365.0,0.591,424.72,72.68
1.06,4346.32,80.09,370.0,0.456,384.43,72.36
1.45,4796.47,81.56,375.0,0.591,425.85,72.54
1.38,5482.06,83.9,380.0,0.742,517.07,72.53
0.36,4467.92,80.75,385.0,0.518,409.63,72.63
1.11,5204.46,83.01,390.0,0.706,466.46,72.62
0.87,4798.4,81.71,395.0,0.597,439.69,72.53
0.86,5173.6,82.98,400.0,0.704,463.12,72.63
1.22,4783.79,81.66,405.0,0.623,426.62,72.57
1.28,5123.88,82.79,410.0,0.704,452.2,72.62
1.62,4274.64,80.05,415.0,0.456,381.14,72.32
1.11,4781.75,81.72,420.0,0.617,435.85,72.61
0.65,4817.51,81.91,425.0,0.598,427.17,72.63
0.9,5448.54,84.06,430.0,0.77,510.4,72.48
1.11,4797.16,81.82,435.0,0.619,437.01,72.61
1.29,5464.54,84.09,440.0,0.822,516.5,72.67
1.26,4917.3,82.23,445.0,0.684,438.34,72.58
1.16,5063.78,82.75,450.0,0.701,455.88,72.67
1.21,5485.34,84.24,455.0,0.829,510.19,72.5
1.57,4556.8,81.08,460.0,0.574,409.06,72.57
0.95,4678.35,81.56,465.0,0.591,423.03,72.58
1.39,5423.25,84.05,470.0,0.78,504.38,72.62
1.21,5230.61,83.41,475.0,0.778,472.84,72.5
1.06,4884.16,82.27,480.0,0.638,429.86,72.56
1.52,5040.3,82.75,485.0,0.741,441.54,72.6
1.48,4965.75,82.52,490.0,0.705,451.57,72.53
1.56,5214.82,83.38,495.0,0.743,463.33,72.55
1.22,5085.14,83.0,500.0,0.71,453.89,72.54
0.87,4915.59,82.49,505.0,0.649,436.65,72.64
1.33,4439.49,80.82,510.0,0.586,397.16,72.45
0.51,4276.25,80.79,515.0,0.51,383.99,72.53
1.16,5155.6,83.33,520.0,0.73,465.02,72.63
0.87,4883.02,82.46,525.0,0.692,447.84,72.6
0.6,4953.47,82.75,530.0,0.704,437.03,72.55
0.65,4716.29,81.97,535.0,0.624,433.58,72.61
1.49,4670.91,81.73,540.0,0.643,417.6,72.58
0.67,5289.83,83.98,545.0,0.82,487.95,72.55
1.16,5400.03,82.49,5.0,0.592,509.1,72.55
0.87,5496.93,82.87,10.0,0.618,542.08,72.55
0.77,4224.06,79.75,15.0,0.38,403.64,72.98
1.16,4746.24,80.47,20.0,0.426,438.13,72.6
1.22,5220.41,81.96,25.0,0.581,496.18,72.66
0.8,4690.1,80.37,30.0,0.483,433.29,72.55
1.25,4458.74,79.72,35.0,0.418,412.55,72.61
0.99,5333.38,82.43,40.0,0.601,503.01,72.65
1.28,4497.33,79.71,45.0,0.455,415.26,72.54
1.01,5077.24,81.62,50.0,0.586,462.2,72.5
1.01,5092.48,81.69,55.0,0.572,468.87,72.56
1.17,4598.04,80.16,60.0,0.454,421.1,72.64
1.19,5059.03,81.6,65.0,0.536,461.82,72.62
1.3,4966.17,81.31,70.0,0.516,459.89,72.52
1.0,4973.0,81.38,75.0,0.533,452.22,72.66
0.78,5047.33,81.67,80.0,0.543,467.88,72.57
0.47,4879.3,81.19,85.0,0.545,460.31,72.57
1.17,5234.56,82.27,90.0,0.637,479.76,72.65
1.12,4694.8,80.58,95.0,0.512,438.93,72.62
0.96,5044.46,81.71,100.0,0.549,461.72,72.61
1.24,5387.72,82.83,105.0,0.697,506.16,72.56
0.58,4935.99,81.44,110.0,0.551,463.29,72.56
0.77,5304.73,82.65,115.0,0.639,501.26,72.66
0.99,4889.8,81.28,120.0,0.537,454.58,72.59
0.85,4912.59,81.39,125.0,0.565,446.95,72.6
1.34,5002.95,81.64,130.0,0.577,459.94,72.72
1.24,5099.88,81.98,135.0,0.575,466.33,72.52
1.23,5257.81,82.52,140.0,0.632,486.3,72.57
1.15,4704.56,80.77,145.0,0.505,423.47,72.66
1.54,4476.17,80.08,150.0,0.463,406.59,72.66
1.87,5103.37,81.98,155.0,0.611,467.05,72.61
1.47,5152.41,82.21,160.0,0.632,478.19,72.58
1.27,5089.53,82.05,165.0,0.601,470.4,72.61
1.12,5029.97,81.9,170.0,0.597,464.94,72.61
1.35,4551.05,80.38,175.0,0.475,423.68,72.65
1.28,5396.45,83.15,180.0,0.673,515.76,72.63
1.74,4493.05,80.21,185.0,0.471,407.71,72.65
1.07,5268.1,82.78,190.0,0.661,495.11,72.66
1.12,5349.55,83.07,195.0,0.69,507.05,72.6
1.41,5457.96,83.42,200.0,0.711,518.1,72.67
0.85,5098.62,82.29,205.0,0.599,459.42,72.58
0.88,5469.05,83.58,210.0,0.698,518.28,72.59
0.88,4099.27,79.71,215.0,0.411,372.87,72.65
1.04,4689.32,81.0,220.0,0.541,427.99,72.69
1.21,5166.94,82.55,225.0,0.654,473.69,72.6
1.6,5355.84,83.16,230.0,0.71,501.2,72.58
0.86,5211.15,82.79,235.0,0.675,490.49,72.6
0.78,5079.66,82.37,240.0,0.632,464.31,72.57
1.71,4461.55,80.19,245.0,0.469,407.27,72.51
0.71,5381.19,83.46,250.0,0.707,517.76,72.58
1.23,4894.89,81.76,255.0,0.618,450.26,72.68
1.11,5275.3,83.07,260.0,0.672,496.22,72.63
0.7,5161.68,82.76,265.0,0.704,467.43,72.63
1.33,5150.74,82.65,270.0,0.641,465.87,72.59
1.2,4517.43,80.52,275.0,0.511,421.21,72.49
1.29,4932.59,81.96,280.0,0.596,451.64,72.63
1.6,5051.12,82.33,285.0,0.637,464.4,72.56
1.59,4679.83,81.15,290.0,0.561,426.5,72.56
1.56,4669.46,81.14,295.0,0.565,426.24,72.67
1.31,4372.34,80.43,300.0,0.488,403.77,72.65
1.29,5443.24,83.82,305.0,0.764,521.06,72.61
1.62,5052.6,82.43,310.0,0.66,453.33,72.58
1.24,5121.54,82.74,315.0,0.664,473.78,72.54
0.93,4139.68,80.11,320.0,0.425,380.77,72.51
1.54,5416.02,83.77,325.0,0.773,520.84,72.65
1.12,5170.07,82.99,330.0,0.708,468.32,72.56
1.13,5031.77,82.53,335.0,0.624,464.47,72.59
1.25,4633.97,81.22,340.0,0.505,431.06,72.62
1.18,5153.4,82.98,345.0,0.682,476.85,72.61
0.99,5126.37,82.93,350.0,0.68,473.67,72.72
0.88,4610.66,81.25,355.0,0.551,416.58,72.57
1.5,4435.4,80.62,360.0,0.533,409.47,72.47
1.34,4840.91,81.98,365.0,0.612,440.72,72.59
0.94,5183.66,83.22,370.0,0.722,485.44,72.6
1.79,5301.38,83.53,375.0,0.735,488.49,72.6
1.31,4563.89,80.81,380.0,0.495,418.42,72.24
0.85,4708.76,81.68,385.0,0.631,429.19,72.61
1.13,4935.35,82.41,390.0,0.65,459.34,72.65
1.55,5140.86,83.08,395.0,0.678,464.37,72.58
1.28,5379.89,83.99,400.0,0.764,505.01,72.58
1.94,4174.69,80.34,405.0,0.454,392.05,72.54
1.25,4844.08,82.17,410.0,0.668,450.77,72.66
1.11,4875.76,82.31,415.0,0.641,449.35,72.66
1.46,4243.27,80.93,420.0,0.476,386.96,72.9
1.13,4189.3,80.32,425.0,0.45,379.15,72.35
0.89,5437.47,84.4,430.0,0.789,516.93,72.65
0.82,4380.58,80.96,435.0,0.536,408.88,72.56
1.0,4712.52,81.88,440.0,0.623,437.12,72.56
0.57,5242.33,83.8,445.0,0.734,493.44,72.61
1.07,5196.77,83.58,450.0,0.752,476.42,72.62
1.27,4856.72,82.38,455.0,0.636,456.54,72.66
1.04,4527.03,81.14,460.0,0.57,416.73,72.41
1.13,4812.75,82.29,465.0,0.687,451.94,72.61
1.06,4846.13,82.43,470.0,0.664,448.68,72.61
0.87,4804.3,82.33,475.0,0.625,446.28,72.57
1.74,5061.85,83.12,480.0,0.722,455.7,72.73
1.53,4661.94,81.81,485.0,0.581,427.26,72.56
0.79,4524.84,81.47,490.0,0.596,416.85,72.62
0.72,4575.85,81.67,495.0,0.592,425.02,72.49
1.09,4937.11,82.86,500.0,0.647,457.91,72.61
0.97,4733.96,82.2,505.0,0.622,447.37,72.6
0.94,5389.56,84.56,510.0,0.801,512.83,72.51
0.7,4950.71,83.02,515.0,0.69,461.1,72.58
1.54,4754.22,82.25,520.0,0.628,447.83,72.55
1.26,5009.86,83.19,525.0,0.738,459.26,72.61
1.46,4785.41,82.4,530.0,0.636,440.24,72.63
0.82,4876.44,82.82,535.0,0.694,449.79,72.62
0.98,4528.37,81.63,540.0,0.549,428.16,72.6
0.85,4611.1,81.95,545.0,0.595,427.8,72.58
1.21,4499.98,79.88,5.0,0.403,433.58,72.62
1.48,4941.87,81.22,10.0,0.517,468.37,72.63
0.9,5388.25,82.8,15.0,0.628,531.92,72.61
0.51,4735.4,80.72,20.0,0.496,451.08,72.66
1.22,4782.24,80.81,25.0,0.496,451.79,72.55
1.23,4137.7,79.37,30.0,0.368,392.02,72.64
1.07,4713.2,80.65,35.0,0.443,450.25,72.58
1.27,5391.75,82.86,40.0,0.645,529.71,72.68
1.67,5287.89,82.47,45.0,0.605,507.09,72.62
1.29,4865.67,81.15,50.0,0.54,460.11,72.53
0.68,4996.15,81.67,55.0,0.556,481.03,72.63
0.87,5307.79,82.71,60.0,0.606,509.09,72.62
1.13,4901.45,81.34,65.0,0.516,467.49,72.43
1.39,5019.47,81.71,70.0,0.584,477.47,72.56
1.75,5308.26,82.65,75.0,0.639,510.72,72.57
1.31,4545.0,80.26,80.0,0.445,438.75,72.7
1.31,4409.21,79.99,85.0,0.399,419.74,72.57
1.13,4946.94,81.58,90.0,0.523,469.12,72.58
1.29,4748.58,80.95,95.0,0.497,439.88,72.57
1.33,5313.97,82.83,100.0,0.644,511.85,72.62
1.0,4592.64,80.53,105.0,0.482,432.18,72.57
0.92,5469.23,83.47,110.0,0.655,545.35,72.65
1.5,5057.26,82.0,115.0,0.56,475.41,72.6
0.79,5145.8,82.41,120.0,0.568,484.87,72.52
1.65,5117.84,82.22,125.0,0.58,483.5,72.63
0.78,4743.73,81.12,130.0,0.543,457.76,72.58
1.25,4912.75,81.63,135.0,0.575,464.24,72.59
1.15,4641.29,80.79,140.0,0.472,435.27,72.73
1.21,5296.18,82.97,145.0,0.632,509.15,72.64
1.15,4963.27,81.86,150.0,0.593,467.82,72.63
0.7,5220.45,82.82,155.0,0.623,500.18,72.61
1.86,5372.01,83.2,160.0,0.669,519.04,72.66
1.39,5270.25,82.93,165.0,0.619,501.57,72.56
1.1,4944.56,81.89,170.0,0.6,465.47,72.61
0.84,5161.15,82.67,175.0,0.623,489.23,72.65
1.38,5200.65,82.75,180.0,0.644,496.56,72.62
1.18,5199.93,82.8,185.0,0.622,489.65,72.65
1.22,5292.7,83.14,190.0,0.646,506.61,72.6
1.09,5144.79,82.66,195.0,0.655,492.4,72.46
1.34,5438.04,83.68,200.0,0.717,531.03,72.54
1.68,4559.21,80.7,205.0,0.522,434.03,72.53
0.73,4585.22,80.91,210.0,0.502,438.31,72.56
1.09,5149.34,82.76,215.0,0.623,469.25,72.67
0.76,4751.26,81.48,220.0,0.559,444.81,72.6
0.39,5315.79,83.49,225.0,0.676,519.78,72.58
1.27,5271.68,83.22,230.0,0.699,512.37,72.64
0.72,4169.49,80.14,235.0,0.423,396.64,72.65
1.08,5130.86,82.8,240.0,0.638,480.32,72.6
0.59,4902.45,82.1,245.0,0.619,461.13,72.64
1.2,5045.88,82.53,250.0,0.621,475.63,72.58
1.28,4631.49,81.16,255.0,0.49,438.22,72.66
0.88,4453.74,80.72,260.0,0.51,433.58,72.61
1.18,5448.63,84.02,265.0,0.741,534.09,72.6
1.39,5406.4,83.85,270.0,0.753,519.88,72.61
0.99,5116.64,82.9,275.0,0.674,485.72,72.54
1.23,4928.73,82.24,280.0,0.618,468.54,72.59
0.97,4757.71,81.72,285.0,0.584,465.97,72.54
1.74,5314.11,83.55,290.0,0.696,502.97,72.61
1.29,5174.65,83.14,295.0,0.664,481.02,72.62
0.6,4490.85,80.97,300.0,0.479,421.84,72.55
1.38,4790.99,81.86,305.0,0.581,452.51,72.64
0.71,4853.96,82.18,310.0,0.599,470.14,72.54
1.4,4756.51,81.78,315.0,0.566,449.12,72.55
1.13,5149.92,83.19,320.0,0.661,475.31,72.7
0.87,4965.64,82.6,325.0,0.615,473.14,72.71
1.0,4949.74,82.54,330.0,0.681,464.54,72.6
1.23,4959.75,82.56,335.0,0.66,471.22,72.59
1.53,4912.41,82.38,340.0,0.639,469.89,72.61
0.95,5312.14,83.9,345.0,0.747,510.1,72.6
1.17,4844.12,82.23,350.0,0.604,453.84,72.58
1.68,5337.85,83.92,355.0,0.698,517.47,72.7
0.51,5205.87,83.64,360.0,0.708,506.07,72.67
0.88,4575.27,81.18,365.0,0.538,438.95,72.32
0.61,4176.22,80.43,370.0,0.498,402.37,72.41
0.87,5148.63,83.44,375.0,0.692,487.41,72.61
1.44,4999.53,82.85,380.0,0.688,471.01,72.6
1.06,4744.55,82.04,385.0,0.59,446.85,72.64
0.72,4983.6,82.94,390.0,0.674,468.3,72.58
1.5,5066.15,83.13,395.0,0.679,475.06,72.6
1.13,5156.3,83.53,400.0,0.701,498.66,72.61
0.71,4496.55,81.23,405.0,0.546,419.22,72.43
0.84,5272.81,84.04,410.0,0.713,509.27,72.58
1.01,5052.4,83.24,415.0,0.697,470.65,72.56
1.72,4447.05,81.17,420.0,0.535,415.67,72.53
1.44,5279.51,84.04,425.0,0.755,507.98,72.5
1.22,4903.8,82.74,430.0,0.621,461.82,72.62
1.31,5233.85,83.93,435.0,0.731,498.51,72.64
0.64,4927.14,82.95,440.0,0.652,477.55,72.68
1.19,4385.46,81.21,445.0,0.524,419.78,72.62
1.03,5260.35,84.14,450.0,0.72,497.03,72.6
0.82,4791.53,82.51,455.0,0.625,451.9,72.59
1.01,4989.2,83.2,460.0,0.674,463.49,72.55
0.81,4934.42,83.05,465.0,0.681,467.3,72.62
1.47,5159.72,83.79,470.0,0.736,478.68,72.58
1.59,4182.06,80.87,475.0,0.479,391.62,72.55
1.22,5450.09,84.96,480.0,0.811,533.16,72.59
0.92,4635.2,82.07,485.0,0.584,439.96,72.59
1.24,4280.33,81.13,490.0,0.515,407.98,72.52
1.63,4845.11,82.74,495.0,0.636,458.1,72.52
1.7,4298.42,81.19,500.0,0.518,402.23,72.6
1.41,5078.92,83.65,505.0,0.749,470.47,72.61
1.73,4862.03,82.85,510.0,0.637,466.33,72.5
0.88,4466.4,81.67,515.0,0.583,426.5,72.56
1.69,4569.57,81.89,520.0,0.612,428.9,72.59
1.37,4750.57,82.57,525.0,0.658,447.26,72.68
1.14,5003.63,83.53,530.0,0.72,473.44,72.6
0.7,4861.82,83.1,535.0,0.656,459.4,72.56
1.6,4490.12,81.72,540.0,0.559,417.3,72.62
0.72,4921.51,83.36,545.0,0.686,472.67,72.52
1.18,5106.46,81.38,5.0,0.527,455.77,72.69
1.07,5278.51,81.96,10.0,0.574,488.13,72.54
1.62,4776.7,80.36,15.0,0.477,426.97,72.64
1.08,4653.97,80.07,20.0,0.452,420.2,72.6
1.75,5122.21,81.43,25.0,0.557,462.75,72.65
1.16,5321.85,82.16,30.0,0.588,485.6,72.62
1.58,4630.47,80.0,35.0,0.49,422.18,72.52
1.58,5397.7,82.39,40.0,0.65,496.79,72.65
1.12,5349.81,82.31,45.0,0.626,506.57,72.56
1.75,4839.02,80.65,50.0,0.508,435.96,72.67
1.36,4918.05,80.95,55.0,0.539,449.54,72.61
0.65,5422.31,82.68,60.0,0.627,508.99,72.56
1.05,4894.13,80.95,65.0,0.554,441.8,72.63
0.93,5214.29,81.99,70.0,0.597,472.89,72.57
1.51,5185.49,81.84,75.0,0.592,472.12,72.62
1.09,5302.66,82.29,80.0,0.644,490.72,72.58
1.35,5333.83,82.38,85.0,0.609,496.38,72.55
0.92,4854.12,80.92,90.0,0.513,436.1,72.53
1.46,5242.18,82.1,95.0,0.62,474.04,72.58
1.43,4453.19,79.77,100.0,0.464,393.04,72.53
1.07,5355.91,82.57,105.0,0.64,497.33,72.65
1.38,5014.44,81.43,110.0,0.527,457.53,72.62
1.47,4287.88,79.79,115.0,0.417,393.35,72.85
1.38,4163.16,79.08,120.0,0.385,369.58,72.32
1.35,5157.34,81.95,125.0,0.614,463.08,72.61
1.59,4860.59,81.0,130.0,0.551,439.07,72.52
1.53,4838.37,80.96,135.0,0.526,437.67,72.63
1.66,4919.9,81.21,140.0,0.558,441.3,72.52
1.23,4412.64,79.86,145.0,0.445,396.32,72.59
1.14,4525.17,80.59,150.0,0.489,405.86,73.09
0.84,4969.3,81.52,155.0,0.574,450.57,72.48
0.98,5342.38,82.75,160.0,0.666,497.81,72.62
0.56,5033.03,81.8,165.0,0.562,457.04,72.61
0.76,4015.19,79.32,170.0,0.345,365.24,72.66
0.52,5220.3,82.46,175.0,0.63,478.02,72.65
0.86,4980.39,81.65,180.0,0.578,453.04,72.52
0.83,5377.2,82.99,185.0,0.688,502.55,72.65
1.48,4928.55,81.44,190.0,0.578,440.45,72.56
0.24,4501.2,80.29,195.0,0.503,408.31,72.55
1.22,5454.39,83.26,200.0,0.728,515.24,72.66
1.7,4990.81,81.67,205.0,0.57,453.83,72.62
1.11,5257.84,82.64,210.0,0.678,489.55,72.55
1.33,5154.69,82.29,215.0,0.642,459.49,72.59
1.08,4594.48,80.82,220.0,0.528,422.44,72.86
1.46,4631.5,80.65,225.0,0.526,418.45,72.54
1.19,5124.8,82.27,230.0,0.616,463.47,72.53
0.56,4893.92,81.61,235.0,0.54,440.8,72.61
0.91,4759.72,81.16,240.0,0.548,427.88,72.63
1.41,5017.2,81.94,245.0,0.599,446.6,72.61
1.7,4584.09,80.57,250.0,0.516,406.86,72.6
1.11,5268.32,82.86,255.0,0.689,492.0,72.59
0.78,4479.32,80.39,260.0,0.519,406.19,72.54
1.7,4533.66,80.28,265.0,0.546,411.42,72.45
1.01,4638.02,80.88,270.0,0.508,417.76,72.61
1.26,5457.74,83.58,275.0,0.755,521.23,72.63
1.01,5046.01,82.23,280.0,0.651,454.82,72.63
1.27,4903.87,81.75,285.0,0.597,438.81,72.64
1.41,4838.03,81.54,290.0,0.559,435.2,72.68
0.67,5103.45,82.52,295.0,0.644,467.53,72.67
0.62,5394.86,83.56,300.0,0.759,517.49,72.61
1.37,5258.62,82.99,305.0,0.707,483.42,72.64
0.99,4875.39,81.78,310.0,0.579,453.62,72.55
0.83,4982.23,82.17,315.0,0.63,458.33,72.62
1.01,4957.63,82.09,320.0,0.629,441.25,72.7
1.36,4963.61,82.08,325.0,0.622,453.32,72.65
0.96,4989.82,82.24,330.0,0.618,448.73,72.58
1.39,5356.75,83.45,335.0,0.731,497.02,72.58
1.33,5277.18,83.2,340.0,0.723,487.54,72.56
0.7,5054.22,82.54,345.0,0.69,470.77,72.65
0.88,5145.24,82.85,350.0,0.676,468.22,72.63
1.47,4507.9,80.51,355.0,0.515,406.38,72.46
1.26,4661.48,80.92,360.0,0.6,417.17,72.35
1.45,5117.49,82.73,365.0,0.667,459.36,72.59
0.85,4926.36,82.19,370.0,0.636,447.33,72.61
1.1,4935.28,82.21,375.0,0.662,448.71,72.72
0.67,4592.75,81.17,380.0,0.565,422.24,72.69
0.44,4861.64,82.09,385.0,0.64,448.17,72.59
0.89,5310.04,83.59,390.0,0.773,492.58,72.59
1.18,4768.01,81.72,395.0,0.616,433.07,72.54
1.48,4327.36,80.36,400.0,0.546,387.47,72.38
1.35,5245.99,83.35,405.0,0.73,478.9,72.66
1.53,5039.39,82.63,410.0,0.693,451.6,72.49
0.91,4427.12,81.1,415.0,0.528,402.65,72.87
1.16,5144.57,83.09,420.0,0.685,467.59,72.65
1.03,4927.52,82.38,425.0,0.711,447.99,72.62
1.36,5314.78,83.69,430.0,0.749,494.93,72.64
1.41,4518.84,81.04,435.0,0.558,404.25,72.6
1.54,5253.12,83.49,440.0,0.749,473.98,72.62
1.21,5114.17,83.07,445.0,0.73,459.38,72.54
1.64,4792.42,81.94,450.0,0.641,429.93,72.55
1.16,5371.67,84.03,455.0,0.782,496.65,72.59
1.6,5294.18,83.7,460.0,0.802,477.52,72.6
0.83,5090.37,83.12,465.0,0.708,457.4,72.62
1.21,4974.46,82.68,470.0,0.68,439.36,72.67
1.23,4645.75,81.6,475.0,0.598,423.64,72.61
0.73,4907.41,82.56,480.0,0.679,445.5,72.62
1.27,5188.54,83.48,485.0,0.743,468.4,72.59
0.93,4395.47,81.03,490.0,0.528,397.47,72.67
1.36,4806.73,82.19,495.0,0.644,431.74,72.61
1.34,4633.06,81.64,500.0,0.6,421.43,72.64
0.99,5452.48,84.56,505.0,0.827,518.35,72.56
1.52,5288.16,83.9,510.0,0.804,481.5,72.61
1.04,4314.1,80.72,515.0,0.528,387.41,72.39
1.49,4585.29,81.54,520.0,0.595,420.29,72.57
1.5,4423.91,81.14,525.0,0.538,392.85,72.58
1.2,4735.87,82.11,530.0,0.63,430.66,72.6
1.06,4792.04,82.22,535.0,0.674,424.73,72.53
1.96,4143.53,80.59,540.0,0.471,376.45,72.6
0.95,5347.97,84.36,545.0,0.827,495.72,72.65
0.82,4967.58,81.22,5.0,0.489,470.36,72.56
1.28,4903.17,80.98,10.0,0.521,450.64,72.53
0.68,5243.37,82.17,15.0,0.55,494.83,72.66
1.34,5009.84,81.35,20.0,0.547,460.56,72.58
1.12,5167.35,81.9,25.0,0.543,483.62,72.7
1.01,4472.89,79.82,30.0,0.407,417.83,72.6
1.29,5143.31,81.84,35.0,0.554,471.3,72.66
1.47,5135.41,81.81,40.0,0.566,479.95,72.62
0.85,4446.18,79.85,45.0,0.407,407.99,72.56
0.76,4812.37,80.91,50.0,0.525,447.82,72.62
1.16,4553.03,80.09,55.0,0.434,432.6,72.64
0.93,4716.71,80.63,60.0,0.472,444.03,72.51
0.75,4834.35,81.04,65.0,0.509,455.68,72.56
1.87,5206.05,82.11,70.0,0.598,486.54,72.57
0.83,5348.43,82.75,75.0,0.621,519.14,72.51
1.13,5166.93,82.12,80.0,0.641,473.87,72.49
1.1,4579.43,80.28,85.0,0.489,419.75,72.59
1.4,5167.01,82.12,90.0,0.577,480.82,72.54
1.29,5150.63,82.1,95.0,0.611,467.93,72.69
1.52,4810.08,80.99,100.0,0.493,436.54,72.66
1.34,4452.7,79.69,105.0,0.431,413.13,72.3
1.71,5041.93,81.74,110.0,0.559,460.13,72.6
1.34,4286.13,79.76,115.0,0.378,396.44,72.58
1.02,4874.74,81.33,120.0,0.561,460.26,72.59
1.42,4584.69,80.56,125.0,0.479,428.24,72.76
0.88,5459.8,83.35,130.0,0.716,535.84,72.54
0.78,4986.8,81.78,135.0,0.588,461.15,72.61
1.57,5022.25,81.81,140.0,0.554,456.3,72.71
0.82,4892.44,81.51,145.0,0.537,453.32,72.61
1.37,4922.58,81.55,150.0,0.566,462.56,72.62
1.34,4972.1,81.74,155.0,0.587,460.7,72.63
1.35,4687.8,80.85,160.0,0.516,440.99,72.61
0.96,4861.29,81.46,165.0,0.569,451.95,72.66
0.8,5263.06,82.84,170.0,0.69,495.21,72.58
1.3,5119.65,82.31,175.0,0.632,478.16,72.67
0.96,5097.47,82.3,180.0,0.615,479.12,72.6
1.39,5402.59,83.3,185.0,0.689,505.21,72.61
1.18,5126.43,82.41,190.0,0.6,478.51,72.57
1.19,5151.24,82.51,195.0,0.603,472.58,72.59
0.58,5057.75,82.29,200.0,0.618,475.66,72.52
0.57,4648.08,80.98,205.0,0.497,436.32,72.63
1.09,4918.0,81.8,210.0,0.589,458.85,72.63
1.29,4183.24,79.9,215.0,0.432,394.62,72.51
1.09,5059.74,82.31,220.0,0.605,464.2,72.46
1.55,4644.36,80.92,225.0,0.483,428.41,72.62
1.07,4679.59,81.11,230.0,0.531,432.87,72.61
1.73,5037.5,82.21,235.0,0.652,457.71,72.59
0.91,5208.59,82.92,240.0,0.68,489.94,72.63
1.73,5452.61,83.68,245.0,0.72,530.76,72.58
1.8,4867.81,81.69,250.0,0.597,450.89,72.59
1.16,5113.2,82.62,255.0,0.654,470.92,72.64
0.98,5412.69,83.71,260.0,0.701,532.19,72.52
1.05,5322.12,83.4,265.0,0.674,519.09,72.67
1.33,4517.28,80.71,270.0,0.526,420.36,72.61
1.25,5398.17,83.68,275.0,0.693,516.63,72.57
